ID,Nuser ID,Source Text,Target Text,Source Context,Target Context,Source Lang,Target Lang,Last Edit,Creation Date,Removed,Target Text Edited,Document Title,Document,Source Segment,Source,Comment,Domain,History ID,Wordcount,Favtype,Source Pos,Target Pos,Register,Language Level
115231290,"11,744,472",coherence,quality of being logical and consistent,"The essay lacked coherence, making it hard to follow.",,en,en,"June 4, 2026, 9:35 PM","May 28, 2026, 6:17 PM",false,,,,,1,,,,1,def,n.,,,
115326510,"11,744,472",drastically,to a significant degree or extent,The company's profits have drastically increased this year.,,en,en,"June 4, 2026, 9:35 PM","May 29, 2026, 1:08 PM",false,,,,,1,,,,1,def,adv.,,,
115872210,"11,744,472",segregate,separate people or things from a group,The school decided to segregate students by age.,,en,en,"June 4, 2026, 9:35 PM","June 2, 2026, 2:04 PM",false,,,,,1,,,,1,def,v.,,,
115874833,"11,744,472",разделить,divide,"Они обратились к беспочвенным страхам, которые угрожали <em>разделить</em> общество.",They addressed the idle fears that threatened to <em>divide</em> the community.,ru,en,"June 4, 2026, 9:34 PM","June 2, 2026, 2:31 PM",true,,,,,1,,,,1,,v.,v.,,
116158413,"11,744,472",scaffold,supporting structure in scientific applications,The cells were grown on a scaffold in the lab.,,en,en,"June 4, 2026, 12:16 PM","June 4, 2026, 12:16 PM",false,,,,,1,,,,1,def,n.,,,
116116156,"11,744,472",conjunction,the act of joining or being joined,The conjunction of the two companies was successful.,,en,en,"June 4, 2026, 2:37 AM","June 4, 2026, 2:20 AM",false,,,,,1,,,,1,def,n.,,,
116068687,"11,744,472",let alone,used to emphasize the improbability of a more extreme situation,"He can't boil water, let alone cook a meal.",,en,en,"June 4, 2026, 2:37 AM","June 3, 2026, 7:12 PM",false,,,,,1,,,,2,def,adv.,,,
116085751,"11,744,472",tagline,memorable phrase used in advertising,The company's tagline is catchy and memorable.,,en,en,"June 3, 2026, 9:31 PM","June 3, 2026, 9:31 PM",false,,,,,1,,,,1,def,n.,,,
116084331,"11,744,472",deity,divine being with power over nature and human affairs,Many cultures worship a deity who rules the sea.,,en,en,"June 3, 2026, 9:26 PM","June 3, 2026, 9:26 PM",false,,,,,1,,,,1,def,n.,,,
116037863,"11,744,472",handoff,act of passing a responsibility or task to another person,The handoff of duties was smooth and efficient.,,en,en,"June 3, 2026, 3:14 PM","June 3, 2026, 3:14 PM",false,,,,,1,,,,1,def,n.,,,
115900396,"11,744,472",flinch,avoid dealing with something unpleasant,She didn't flinch from the difficult questions.,,en,en,"June 3, 2026, 1:47 AM","June 2, 2026, 5:07 PM",false,,,,,1,,,,1,def,v.,,,
115918395,"11,744,472",convention,formal agreement between countries or groups,The Geneva Convention outlines the rules of war.,,en,en,"June 3, 2026, 1:47 AM","June 2, 2026, 7:18 PM",false,,,,,1,,,,1,def,n.,,,
115928364,"11,744,472",refine,improve something by making small changes,She refined her presentation before the meeting.,,en,en,"June 3, 2026, 1:47 AM","June 2, 2026, 8:36 PM",false,,,,,1,,,,1,def,v.,,,
115961551,"11,744,472",permit,official document granting permission for an activity,You need a permit to build a house.,,en,en,"June 3, 2026, 1:26 AM","June 3, 2026, 1:26 AM",true,,,,,1,,,,1,def,n.,,,
115960743,"11,744,472",humility,quality of not thinking you are better than others,Her humility made her well-liked by everyone.,,en,en,"June 3, 2026, 1:04 AM","June 3, 2026, 1:04 AM",true,,,,,1,,,,1,def,n.,,,
115403640,"11,744,472",abruptly,in a curt or brusque manner,He spoke abruptly to the waiter.,,en,en,"June 1, 2026, 3:14 PM","May 29, 2026, 11:09 PM",false,,,,,1,,,,1,def,adv.,,,
115460834,"11,744,472",conceive,form a plan or idea in the mind,She conceived a brilliant plan for the startup.,,en,en,"June 1, 2026, 3:14 PM","May 30, 2026, 11:46 AM",false,,,,,1,,,,1,def,v.,,,
114983729,"11,744,472",test,formal examination to assess knowledge or skills,She studied hard for the math test.,,en,en,"May 27, 2026, 2:15 AM","May 27, 2026, 1:30 AM",true,,,,,1,,,,1,def,n.,,,
80164432,"11,744,472",sever ties,end a relationship or connection,She decided to sever ties with her old friends.,,en,en,"May 27, 2026, 2:14 AM","February 10, 2025, 12:02 AM",true,,,,,4,,,,2,def,v.,,,
92676841,"11,744,472",run errands,go out to do small necessary tasks for daily life,I need to run errands before dinner.,,en,en,"May 27, 2026, 2:14 AM","August 31, 2025, 6:37 PM",true,,,,,1,,,,2,def,v.,,,
96840906,"11,744,472",inducement,benefit offered to encourage specific behavior or action,Free samples are an inducement for customers to try new products.,,en,en,"May 27, 2026, 2:14 AM","November 5, 2025, 1:33 AM",true,,,,,1,,,,1,def,n.,,,
96133831,"11,744,472",stash,hidden storage for valuables or prohibited items,He kept a stash of money under his bed.,,en,en,"May 27, 2026, 2:14 AM","October 24, 2025, 4:16 PM",true,,,,,1,,,,1,def,n.,,,
80119882,"11,744,472",proofread,read and correct written material,She will proofread the manuscript before publication.,,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 2:31 PM",true,,,,,1,,,,1,def,v.,,,
106254540,"11,744,472",stem,main part of a plant rising above the ground,The stem of the rose was covered in thorns.,,en,en,"May 27, 2026, 2:14 AM","March 26, 2026, 12:46 AM",true,,,,,1,,,,1,def,n.,,,
80149513,"11,744,472",devastating,,The hurricane had a devastating impact on the town.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 2:36 PM",true,,,,,0,,,,1,def,adj.,,,
112130376,"11,744,472",implication,suggestion without being directly stated,Her words carried an implication of doubt.,,en,en,"May 27, 2026, 2:14 AM","May 12, 2026, 2:46 PM",true,,,,,1,,,,1,def,n.,,,
106254541,"11,744,472",stem,long thin part of a wine glass,She held the glass by the stem.,,en,en,"May 27, 2026, 2:14 AM","March 26, 2026, 12:46 AM",true,,,,,1,,,,1,def,n.,,,
80239832,"11,744,472",severance,act of cutting or separating something,The severance of the rope was sudden.,,en,en,"May 27, 2026, 2:14 AM","February 10, 2025, 10:27 PM",true,,,,,1,,,,1,def,n.,,,
111676684,"11,744,472",refactor,rewrite text to improve structure without changing meaning,She had to refactor the article for clarity.,,en,en,"May 27, 2026, 2:14 AM","May 9, 2026, 10:59 PM",true,,,,,1,,,,1,def,v.,,,
80149514,"11,744,472",perk,,The company car is a nice perk of the position.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 6:14 PM",true,,,,,0,,,,1,def,n.,,,
83552105,"11,744,472",извлекать,retrieve,Это позволяет очень легко видеть и <em>извлекать</em> предметы.,"This makes it very easy to see and <em class=""both"">retrieve</em> items.",ru,en,"May 27, 2026, 2:14 AM","March 29, 2025, 1:29 PM",true,,,,,4,,,,1,,v.,v.,,
92997073,"11,744,472",yet again,,He forgot his keys yet again.,,en,en,"May 27, 2026, 2:14 AM","September 5, 2025, 8:46 PM",true,,,,,1,,,,2,def,adv.,,,
111679440,"11,744,472",verbatim,using exactly the same words as originally stated,She repeated the instructions verbatim.,,en,en,"May 27, 2026, 2:14 AM","May 9, 2026, 11:33 PM",true,,,,,1,,,,1,def,adv.,,,
105834088,"11,744,472",courtesy,polite behavior showing respect and consideration,Courtesy is important in maintaining good relationships.,,en,en,"May 27, 2026, 2:14 AM","March 21, 2026, 12:30 AM",true,,,,,1,,,,1,def,n.,,,
80149515,"11,744,472",pervert,,She perverted the facts to win the argument.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 6:16 PM",true,,,,,0,,,,1,def,v.,,,
107130654,"11,744,472",whack,sound of a heavy strike,The whack echoed through the room.,,en,en,"May 27, 2026, 2:14 AM","April 3, 2026, 11:41 PM",true,,,,,1,,,,1,def,n.,,,
96574976,"11,744,472",crankshaft,main rotating shaft in engines converting linear to rotational motion,The mechanic replaced the worn crankshaft to restore the engine's performance.,,en,en,"May 27, 2026, 2:14 AM","October 31, 2025, 6:03 PM",true,,,,,1,,,,1,def,n.,,,
83783573,"11,744,472",кабачок,squash,Для насыщенного вкуса попробуйте фаршировать молодой <em>кабачок</em> киноа и травами.,"For a rich taste, try stuffing summer <em>squash</em> with quinoa and herbs.",ru,en,"May 27, 2026, 2:14 AM","April 2, 2025, 2:38 AM",true,,,,,1,"squash, courgette",,,1,,,,,
114964289,"11,744,472",eavesdrop,listen secretly to a private conversation,She eavesdropped on their conversation from behind the door.,,en,en,"May 27, 2026, 2:14 AM","May 26, 2026, 10:13 PM",true,,,,,1,,,,1,def,v.,,,
96935287,"11,744,472",eclectic,composed of elements from various sources,The restaurant offers an eclectic menu with dishes from around the world.,,en,en,"May 27, 2026, 2:14 AM","November 6, 2025, 3:43 PM",true,,,,,1,,,,1,def,adj.,,,
80149516,"11,744,472",derive,,The word 'coffee' derives from the Arabic word 'qahwa'.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 10:58 PM",true,,,,,0,,,,1,def,v.,,,
85220039,"11,744,472",ухудшение,deterioration,В редких случаях фиксируется <em>ухудшение</em> состояния ребенка.,"In rare cases, the <em>deterioration</em> of the child is recorded.",ru,en,"May 27, 2026, 2:14 AM","April 25, 2025, 1:51 AM",true,,,,,1,"worsening, degradation",,,1,,,,,
85632394,"11,744,472",герметичный,sealed,Данный элемент используется как <em>герметичный</em> кабельный канал.,"This element is used as a <em class=""both"">sealed</em> cable duct.",ru,en,"May 27, 2026, 2:14 AM","May 2, 2025, 12:54 AM",true,,,,,0,,,,1,,,,,
114965477,"11,744,472",wager,formal agreement to pay based on an outcome,They entered a wager on the election results.,,en,en,"May 27, 2026, 2:14 AM","May 26, 2026, 10:18 PM",true,,,,,1,,,,1,def,n.,,,
93685241,"11,744,472",рычаг,lever,Специальный <em>рычаг</em> фиксирует лампы на необходимой высоте.,A special <em>lever</em> fixes the lamp at the required height.,ru,en,"May 27, 2026, 2:14 AM","September 17, 2025, 12:40 AM",true,,,,,1,"leverage, arm",,,1,,,,,
96348778,"11,744,472",remedy,means of stopping or counteracting something undesirable,Finding a remedy for pollution is crucial.,,en,en,"May 27, 2026, 2:14 AM","October 27, 2025, 11:58 PM",true,,,,,1,,,,1,def,n.,,,
79844291,"11,744,472",deploy,bring into effective action,The company will deploy new software to improve productivity.,,en,en,"May 27, 2026, 2:14 AM","February 5, 2025, 5:45 PM",true,,,,,1,,,,1,def,v.,,,
80149517,"11,744,472",derived,,The study's results are derived from earlier experiments.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 10:59 PM",true,,,,,0,,,,1,def,adj.,,,
80149518,"11,744,472",proofread,,She will proofread the manuscript before publication.,,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 2:31 PM",true,,,,,0,,,,1,def,v.,,,
86748122,"11,744,472",сила тока,current,увеличена <em>сила тока</em> с 0.5А до 1А с возможностью выбора зарядного тока;,increased <em>current</em> from 0.5A to 1A with the possibility of selecting the charging <em>current</em>;,ru,en,"May 27, 2026, 2:14 AM","May 19, 2025, 9:30 PM",true,,,,,1,,,,2,,,,,
79844491,"11,744,472",deliverance,act of being rescued or set free,The deliverance of the hostages was televised globally.,,en,en,"May 27, 2026, 2:14 AM","February 5, 2025, 5:48 PM",true,,,,,1,,,,1,def,n.,,,
79915995,"11,744,472",deliverance,,The deliverance of the hostages was televised globally.,,en,en,"May 27, 2026, 2:14 AM","February 5, 2025, 5:48 PM",true,,,,,0,,,,1,def,n.,,,
80149900,"11,744,472",tormented,experiencing severe mental or emotional distress,She felt tormented by her past mistakes.,,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 8:45 PM",true,,,,,0,,,,1,def,adj.,,,
87773429,"11,744,472",monofilament,synthetic thread made of one strand,She sewed the dress with monofilament.,,en,en,"May 27, 2026, 2:14 AM","June 6, 2025, 8:00 PM",true,,,,,1,,,,1,def,n.,,,
111119228,"11,744,472",precedence,the order of importance in a ceremony,The ambassador was given precedence at the event.,,en,en,"May 27, 2026, 2:14 AM","May 6, 2026, 12:35 AM",true,,,,,1,,,,1,def,n.,,,
94215598,"11,744,472",спецслужба,intelligence agency,Тем не менее <em>спецслужба</em> проводит собственную засекреченную внешнюю политику.,"In truth, however, the <em>intelligence agency</em> pursues its own covert foreign policy.",ru,en,"May 27, 2026, 2:14 AM","September 24, 2025, 6:55 PM",true,,,,,1,,,,1,,,,,
80046748,"11,744,472",devastating,causing great damage or harm,The hurricane had a devastating impact on the town.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 2:34 PM",true,,,,,1,,,,1,def,adj.,,,
111729354,"11,744,472",subjection,forced submission to authority,The subjection of the rebels was brutal.,,en,en,"May 27, 2026, 2:14 AM","May 10, 2026, 11:47 AM",true,,,,,1,,,,1,def,n.,,,
80161550,"11,744,472",concise,expressing much in few words,Her concise speech impressed everyone.,,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 11:04 PM",true,,,,,4,,,,1,def,adj.,,,
88574238,"11,744,472",budge up,move slightly to make space for someone,Could you budge up a bit so I can sit?,,en,en,"May 27, 2026, 2:14 AM","June 21, 2025, 6:05 PM",true,,,,,1,,,,2,def,v.,,,
80046967,"11,744,472",devastate,destroy or ruin something,The hurricane devastated the coastal town.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 2:36 PM",true,,,,,1,,,,1,def,v.,,,
80162821,"11,744,472",refine,remove impurities or unwanted elements from a substance,The process to refine oil involves several filtration steps.,,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 11:29 PM",true,,,,,4,,,,1,def,v.,,,
89388576,"11,744,472",monofilament,,She sewed the dress with monofilament.,,en,en,"May 27, 2026, 2:14 AM","June 6, 2025, 8:00 PM",true,,,,,1,,,,1,def,n.,,,
107438990,"11,744,472",collocation,habitual combination of words in a language,'Make a decision' is a common collocation in English.,,en,en,"May 27, 2026, 2:14 AM","April 7, 2026, 12:26 AM",true,,,,,1,,,,1,def,n.,,,
89808190,"11,744,472",подмешивать,lace,"Будь осторожен, она любит незаметно <em>подмешивать</em> алкоголь в напитки.","Be careful, she tends to <em>lace</em><em> her</em> drinks without <em>telling anyone</em>.",ru,en,"May 27, 2026, 2:14 AM","July 13, 2025, 6:24 PM",true,,,,,1,,,,1,,,,,
96482699,"11,744,472",induce,persuade someone to do something,She induced him to join the club.,,en,en,"May 27, 2026, 2:14 AM","October 30, 2025, 4:00 AM",true,,,,,1,,,,1,def,v.,,,
80163366,"11,744,472",purgatory,place for souls to purify before heaven,Catholics believe in purgatory after death.,,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 11:43 PM",true,,,,,4,,,,1,def,n.,,,
80163550,"11,744,472",rest assured,be sure and not worry about something,"Rest assured, we will handle everything.",,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 11:46 PM",true,,,,,4,,,,2,def,v.,,,
111379454,"11,744,472",ad hoc,postulated to save a theory from falsification,The ad hoc hypothesis was introduced to explain the anomaly.,,en,en,"May 27, 2026, 2:14 AM","May 7, 2026, 9:14 PM",true,,,,,1,,,,2,def,adj.,,,
80061314,"11,744,472",perk,advantage or benefit from a job,The company car is a nice perk of the position.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 6:14 PM",true,,,,,1,,,,1,def,n.,,,
80061468,"11,744,472",pervert,misinterpret or distort the truth,She perverted the facts to win the argument.,,en,en,"May 27, 2026, 2:14 AM","February 8, 2025, 6:16 PM",true,,,,,1,,,,1,def,v.,,,
80164006,"11,744,472",burst into flames,suddenly catch fire and start burning,The car burst into flames after the crash.,,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 11:52 PM",true,,,,,4,,,,3,def,v.,,,
104373615,"11,744,472",nonchalant,indifferent or unconcerned about things,She gave a nonchalant shrug when asked about the test.,,en,en,"May 27, 2026, 2:14 AM","March 3, 2026, 2:07 PM",true,,,,,1,,,,1,def,adj.,,,
91270929,"11,744,472",asceticism,practice of severe self-discipline and abstention from indulgence,"He adopted asceticism, forsaking material comforts and pleasures.",,en,en,"May 27, 2026, 2:14 AM","August 8, 2025, 2:32 PM",true,,,,,1,,,,1,def,n.,,,
111978048,"11,744,472",append,write more data to the end of a file,The program will append the new data to the log file.,,en,en,"May 27, 2026, 2:14 AM","May 11, 2026, 8:05 PM",true,,,,,1,,,,1,def,v.,,,
80164008,"11,744,472",lo and behold,express surprise or amazement,"I opened the door, and lo and behold, there was my lost cat.",,en,en,"May 27, 2026, 2:14 AM","February 9, 2025, 11:52 PM",true,,,,,4,,,,3,def,,,,
100942354,"11,744,472",plausible,seeming reasonable or probable,Her explanation sounded plausible to everyone.,,en,en,"May 27, 2026, 2:14 AM","January 15, 2026, 4:27 PM",true,,,,,1,,,,1,def,adj.,,,
96840784,"11,744,472",bald,having a worn tread,The car's bald tyres need replacing.,,en,en,"May 27, 2026, 2:14 AM","November 5, 2025, 1:28 AM",true,,,,,1,,,,1,def,adj.,,,
95943113,"11,744,472",черника,blueberry,Одна <em>черника</em> выпала у меня из рук и покатилась по тротуару.,A <em>blueberry</em> fell from my hand and rolled away on the pavement.,ru,en,"May 27, 2026, 2:14 AM","October 21, 2025, 4:12 PM",true,,,,,1,,,,1,,,,,
